"","country_or_area","commodity_transaction","year","unit","quantity","quantity_footnotes","category"
"8168","Paraguay","Hydro – Main activity",2009,"Kilowatt-hours, million",54938.95,NA,"total_electricity"
"8169","Paraguay","Hydro – Main activity",2008,"Kilowatt-hours, million",55453.85,NA,"total_electricity"
"8170","Paraguay","Hydro – Main activity",2007,"Kilowatt-hours, million",53714.25,NA,"total_electricity"
"8171","Paraguay","Hydro – Main activity",2006,"Kilowatt-hours, million",53773.67,NA,"total_electricity"
"8172","Paraguay","Hydro – Main activity",2005,"Kilowatt-hours, million",51155.7,NA,"total_electricity"
"8173","Paraguay","Hydro – Main activity",2004,"Kilowatt-hours, million",51920.75,NA,"total_electricity"
"8174","Paraguay","Hydro – Main activity",2003,"Kilowatt-hours, million",51761.11,NA,"total_electricity"
"8175","Paraguay","Hydro – Main activity",2002,"Kilowatt-hours, million",48202.7,NA,"total_electricity"
"8176","Paraguay","Hydro – Main activity",2001,"Kilowatt-hours, million",45308,NA,"total_electricity"
"8177","Paraguay","Hydro – Main activity",2000,"Kilowatt-hours, million",53481.4,NA,"total_electricity"
"8178","Paraguay","Hydro – Main activity",1999,"Kilowatt-hours, million",51910.28,NA,"total_electricity"
"8179","Paraguay","Hydro – Main activity",1998,"Kilowatt-hours, million",50824.04,NA,"total_electricity"
"8180","Paraguay","Hydro – Main activity",1997,"Kilowatt-hours, million",50805,NA,"total_electricity"
"8181","Paraguay","Hydro – Main activity",1996,"Kilowatt-hours, million",44772,NA,"total_electricity"
"8182","Paraguay","Hydro – Main activity",1995,"Kilowatt-hours, million",39712,NA,"total_electricity"
"8183","Paraguay","Hydro – Main activity",1994,"Kilowatt-hours, million",36396,NA,"total_electricity"
"8184","Paraguay","Hydro – Main activity",1993,"Kilowatt-hours, million",31411,NA,"total_electricity"
"8185","Paraguay","Hydro – Main activity",1992,"Kilowatt-hours, million",27115,1,"total_electricity"
"8186","Paraguay","Hydro – Main activity",1991,"Kilowatt-hours, million",29373,1,"total_electricity"
"8187","Paraguay","Hydro – Main activity",1990,"Kilowatt-hours, million",27199,1,"total_electricity"
"8188","Peru","Hydro – Main activity",2014,"Kilowatt-hours, million",21611,NA,"total_electricity"
"8189","Peru","Hydro – Main activity",2013,"Kilowatt-hours, million",21709.4,NA,"total_electricity"
"8190","Peru","Hydro – Main activity",2012,"Kilowatt-hours, million",21490.8,NA,"total_electricity"
"8191","Peru","Hydro – Main activity",2011,"Kilowatt-hours, million",21031.7,NA,"total_electricity"
"8192","Peru","Hydro – Main activity",2010,"Kilowatt-hours, million",19558,NA,"total_electricity"
"8193","Peru","Hydro – Main activity",2009,"Kilowatt-hours, million",19007,NA,"total_electricity"
"8194","Peru","Hydro – Main activity",2008,"Kilowatt-hours, million",18608,NA,"total_electricity"
"8195","Peru","Hydro – Main activity",2007,"Kilowatt-hours, million",19107,NA,"total_electricity"
"8196","Peru","Hydro – Main activity",2006,"Kilowatt-hours, million",20941,NA,"total_electricity"
"8197","Peru","Hydro – Main activity",2005,"Kilowatt-hours, million",19450,NA,"total_electricity"
"8198","Peru","Hydro – Main activity",2004,"Kilowatt-hours, million",16979,NA,"total_electricity"
"8199","Peru","Hydro – Main activity",2003,"Kilowatt-hours, million",18119,NA,"total_electricity"
"8200","Peru","Hydro – Main activity",2002,"Kilowatt-hours, million",17638,NA,"total_electricity"
"8201","Peru","Hydro – Main activity",2001,"Kilowatt-hours, million",17180,NA,"total_electricity"
"8202","Peru","Hydro – Main activity",2000,"Kilowatt-hours, million",15747.1416,NA,"total_electricity"
"8203","Peru","Hydro – Main activity",1999,"Kilowatt-hours, million",14110.59,NA,"total_electricity"
"8204","Peru","Hydro – Main activity",1998,"Kilowatt-hours, million",13367.2,NA,"total_electricity"
"8205","Peru","Hydro – Main activity",1997,"Kilowatt-hours, million",12264,NA,"total_electricity"
"8206","Peru","Hydro – Main activity",1996,"Kilowatt-hours, million",11848,NA,"total_electricity"
"8207","Peru","Hydro – Main activity",1995,"Kilowatt-hours, million",12364,NA,"total_electricity"
"8208","Peru","Hydro – Main activity",1994,"Kilowatt-hours, million",11442,NA,"total_electricity"
"8209","Peru","Hydro – Main activity",1993,"Kilowatt-hours, million",10372,NA,"total_electricity"
"8210","Peru","Hydro – Main activity",1992,"Kilowatt-hours, million",8388,NA,"total_electricity"
"8211","Peru","Hydro – Main activity",1991,"Kilowatt-hours, million",9846,NA,"total_electricity"
"8212","Peru","Hydro – Main activity",1990,"Kilowatt-hours, million",8776,NA,"total_electricity"
"8213","Uruguay","Hydro – Main activity",2014,"Kilowatt-hours, million",9649.1,NA,"total_electricity"
"8214","Uruguay","Hydro – Main activity",2013,"Kilowatt-hours, million",8205.9,NA,"total_electricity"
"8215","Uruguay","Hydro – Main activity",2012,"Kilowatt-hours, million",5420.9,NA,"total_electricity"
"8216","Uruguay","Hydro – Main activity",2011,"Kilowatt-hours, million",6478.9,NA,"total_electricity"
"8217","Uruguay","Hydro – Main activity",2010,"Kilowatt-hours, million",8407.2,NA,"total_electricity"
"8218","Uruguay","Hydro – Main activity",2009,"Kilowatt-hours, million",5059.8,NA,"total_electricity"
"8219","Uruguay","Hydro – Main activity",2008,"Kilowatt-hours, million",4500.7,NA,"total_electricity"
"8220","Uruguay","Hydro – Main activity",2007,"Kilowatt-hours, million",8067,NA,"total_electricity"
"8221","Uruguay","Hydro – Main activity",2006,"Kilowatt-hours, million",3595,NA,"total_electricity"
"8222","Uruguay","Hydro – Main activity",2005,"Kilowatt-hours, million",6684,NA,"total_electricity"
"8223","Uruguay","Hydro – Main activity",2004,"Kilowatt-hours, million",4780,NA,"total_electricity"
"8224","Uruguay","Hydro – Main activity",2003,"Kilowatt-hours, million",8529,NA,"total_electricity"
"8225","Uruguay","Hydro – Main activity",2002,"Kilowatt-hours, million",9535,NA,"total_electricity"
"8226","Uruguay","Hydro – Main activity",2001,"Kilowatt-hours, million",9194,NA,"total_electricity"
"8227","Uruguay","Hydro – Main activity",2000,"Kilowatt-hours, million",7051,NA,"total_electricity"
"8228","Uruguay","Hydro – Main activity",1999,"Kilowatt-hours, million",5499,NA,"total_electricity"
"8229","Uruguay","Hydro – Main activity",1998,"Kilowatt-hours, million",9152,NA,"total_electricity"
"8230","Uruguay","Hydro – Main activity",1997,"Kilowatt-hours, million",6485,NA,"total_electricity"
"8231","Uruguay","Hydro – Main activity",1996,"Kilowatt-hours, million",5767,NA,"total_electricity"
"8232","Uruguay","Hydro – Main activity",1995,"Kilowatt-hours, million",5855,NA,"total_electricity"
"8233","Uruguay","Hydro – Main activity",1994,"Kilowatt-hours, million",7468,NA,"total_electricity"
"8234","Uruguay","Hydro – Main activity",1993,"Kilowatt-hours, million",7299,NA,"total_electricity"
"8235","Uruguay","Hydro – Main activity",1992,"Kilowatt-hours, million",7922,NA,"total_electricity"
"8236","Uruguay","Hydro – Main activity",1991,"Kilowatt-hours, million",6113,NA,"total_electricity"
"8237","Uruguay","Hydro – Main activity",1990,"Kilowatt-hours, million",7008,NA,"total_electricity"
"8238","Venezuela (Bolivar. Rep.)","Hydro – Main activity",2014,"Kilowatt-hours, million",87194,NA,"total_electricity"
"8239","Venezuela (Bolivar. Rep.)","Hydro – Main activity",2013,"Kilowatt-hours, million",83545,NA,"total_electricity"
"8240","Venezuela (Bolivar. Rep.)","Hydro – Main activity",2012,"Kilowatt-hours, million",82008,NA,"total_electricity"
"8241","Venezuela (Bolivar. Rep.)","Hydro – Main activity",2011,"Kilowatt-hours, million",83670,NA,"total_electricity"
"8242","Venezuela (Bolivar. Rep.)","Hydro – Main activity",2010,"Kilowatt-hours, million",76780,NA,"total_electricity"
"8243","Venezuela (Bolivar. Rep.)","Hydro – Main activity",2009,"Kilowatt-hours, million",85962,NA,"total_electricity"
"8244","Venezuela (Bolivar. Rep.)","Hydro – Main activity",2008,"Kilowatt-hours, million",86841,NA,"total_electricity"
"8245","Venezuela (Bolivar. Rep.)","Hydro – Main activity",2007,"Kilowatt-hours, million",83059,NA,"total_electricity"
"8246","Venezuela (Bolivar. Rep.)","Hydro – Main activity",2006,"Kilowatt-hours, million",81600,NA,"total_electricity"
"8247","Venezuela (Bolivar. Rep.)","Hydro – Main activity",2005,"Kilowatt-hours, million",77229,NA,"total_electricity"
"8248","Venezuela (Bolivar. Rep.)","Hydro – Main activity",2004,"Kilowatt-hours, million",70075,NA,"total_electricity"
"8249","Venezuela (Bolivar. Rep.)","Hydro – Main activity",2003,"Kilowatt-hours, million",60698,NA,"total_electricity"
"8250","Venezuela (Bolivar. Rep.)","Hydro – Main activity",2002,"Kilowatt-hours, million",58674,NA,"total_electricity"
"8251","Venezuela (Bolivar. Rep.)","Hydro – Main activity",2001,"Kilowatt-hours, million",60449,NA,"total_electricity"
"8252","Venezuela (Bolivar. Rep.)","Hydro – Main activity",2000,"Kilowatt-hours, million",62826,NA,"total_electricity"
"8253","Venezuela (Bolivar. Rep.)","Hydro – Main activity",1999,"Kilowatt-hours, million",60555,NA,"total_electricity"
"8254","Venezuela (Bolivar. Rep.)","Hydro – Main activity",1998,"Kilowatt-hours, million",58556,NA,"total_electricity"
"8255","Venezuela (Bolivar. Rep.)","Hydro – Main activity",1997,"Kilowatt-hours, million",57268,NA,"total_electricity"
"8256","Venezuela (Bolivar. Rep.)","Hydro – Main activity",1996,"Kilowatt-hours, million",53844,NA,"total_electricity"
"8257","Venezuela (Bolivar. Rep.)","Hydro – Main activity",1995,"Kilowatt-hours, million",53450,NA,"total_electricity"
"8258","Venezuela (Bolivar. Rep.)","Hydro – Main activity",1994,"Kilowatt-hours, million",51284,NA,"total_electricity"
"8259","Venezuela (Bolivar. Rep.)","Hydro – Main activity",1993,"Kilowatt-hours, million",47474,NA,"total_electricity"
"8260","Venezuela (Bolivar. Rep.)","Hydro – Main activity",1992,"Kilowatt-hours, million",47068,NA,"total_electricity"
"8261","Venezuela (Bolivar. Rep.)","Hydro – Main activity",1991,"Kilowatt-hours, million",44400,1,"total_electricity"
"8262","Venezuela (Bolivar. Rep.)","Hydro – Main activity",1990,"Kilowatt-hours, million",36983,1,"total_electricity"
"8263","Argentina","Nuclear – Main activity",2014,"Kilowatt-hours, million",5756,NA,"total_electricity"
"8264","Argentina","Nuclear – Main activity",2013,"Kilowatt-hours, million",6207,NA,"total_electricity"
"8265","Argentina","Nuclear – Main activity",2012,"Kilowatt-hours, million",6395,NA,"total_electricity"
"8266","Argentina","Nuclear – Main activity",2011,"Kilowatt-hours, million",6371,NA,"total_electricity"
"8267","Argentina","Nuclear – Main activity",2010,"Kilowatt-hours, million",7171,NA,"total_electricity"
"8268","Argentina","Nuclear – Main activity",2009,"Kilowatt-hours, million",8161,NA,"total_electricity"
"8269","Argentina","Nuclear – Main activity",2008,"Kilowatt-hours, million",7330,NA,"total_electricity"
"8270","Argentina","Nuclear – Main activity",2007,"Kilowatt-hours, million",7217,NA,"total_electricity"
"8271","Argentina","Nuclear – Main activity",2006,"Kilowatt-hours, million",7691,NA,"total_electricity"
"8272","Argentina","Nuclear – Main activity",2005,"Kilowatt-hours, million",6873,NA,"total_electricity"
"8273","Argentina","Nuclear – Main activity",2004,"Kilowatt-hours, million",7869,NA,"total_electricity"
"8274","Argentina","Nuclear – Main activity",2003,"Kilowatt-hours, million",7566,NA,"total_electricity"
"8275","Argentina","Nuclear – Main activity",2002,"Kilowatt-hours, million",5821,NA,"total_electricity"
"8276","Argentina","Nuclear – Main activity",2001,"Kilowatt-hours, million",7059,NA,"total_electricity"
"8277","Argentina","Nuclear – Main activity",2000,"Kilowatt-hours, million",6177,NA,"total_electricity"
"8278","Argentina","Nuclear – Main activity",1999,"Kilowatt-hours, million",7106,NA,"total_electricity"
"8279","Argentina","Nuclear – Main activity",1998,"Kilowatt-hours, million",7453,NA,"total_electricity"
"8280","Argentina","Nuclear – Main activity",1997,"Kilowatt-hours, million",7961,NA,"total_electricity"
"8281","Argentina","Nuclear – Main activity",1996,"Kilowatt-hours, million",7459,NA,"total_electricity"
"8282","Argentina","Nuclear – Main activity",1995,"Kilowatt-hours, million",7066,NA,"total_electricity"
"8283","Argentina","Nuclear – Main activity",1994,"Kilowatt-hours, million",8235,NA,"total_electricity"
"8284","Argentina","Nuclear – Main activity",1993,"Kilowatt-hours, million",7750,NA,"total_electricity"
"8285","Argentina","Nuclear – Main activity",1992,"Kilowatt-hours, million",7081,NA,"total_electricity"
"8286","Argentina","Nuclear – Main activity",1991,"Kilowatt-hours, million",7771,NA,"total_electricity"
"8287","Argentina","Nuclear – Main activity",1990,"Kilowatt-hours, million",7281,NA,"total_electricity"
"8288","Brazil","Nuclear – Main activity",2014,"Kilowatt-hours, million",15378,NA,"total_electricity"
"8289","Brazil","Nuclear – Main activity",2013,"Kilowatt-hours, million",15450,NA,"total_electricity"
"8290","Brazil","Nuclear – Main activity",2012,"Kilowatt-hours, million",16038,NA,"total_electricity"
"8291","Brazil","Nuclear – Main activity",2011,"Kilowatt-hours, million",15659,NA,"total_electricity"
"8292","Brazil","Nuclear – Main activity",2010,"Kilowatt-hours, million",14523,NA,"total_electricity"
"8293","Brazil","Nuclear – Main activity",2009,"Kilowatt-hours, million",12957,NA,"total_electricity"
"8294","Brazil","Nuclear – Main activity",2008,"Kilowatt-hours, million",13969,NA,"total_electricity"
"8295","Brazil","Nuclear – Main activity",2007,"Kilowatt-hours, million",12350,NA,"total_electricity"
"8296","Brazil","Nuclear – Main activity",2006,"Kilowatt-hours, million",13754,NA,"total_electricity"
"8297","Brazil","Nuclear – Main activity",2005,"Kilowatt-hours, million",9855,NA,"total_electricity"
"8298","Brazil","Nuclear – Main activity",2004,"Kilowatt-hours, million",11611,NA,"total_electricity"
"8299","Brazil","Nuclear – Main activity",2003,"Kilowatt-hours, million",13358,NA,"total_electricity"
"8300","Brazil","Nuclear – Main activity",2002,"Kilowatt-hours, million",13836,NA,"total_electricity"
"8301","Brazil","Nuclear – Main activity",2001,"Kilowatt-hours, million",14279,NA,"total_electricity"
"8302","Brazil","Nuclear – Main activity",2000,"Kilowatt-hours, million",6046,NA,"total_electricity"
"8303","Brazil","Nuclear – Main activity",1999,"Kilowatt-hours, million",3977,NA,"total_electricity"
"8304","Brazil","Nuclear – Main activity",1998,"Kilowatt-hours, million",3265,NA,"total_electricity"
"8305","Brazil","Nuclear – Main activity",1997,"Kilowatt-hours, million",3169,NA,"total_electricity"
"8306","Brazil","Nuclear – Main activity",1996,"Kilowatt-hours, million",2429,NA,"total_electricity"
"8307","Brazil","Nuclear – Main activity",1995,"Kilowatt-hours, million",2519,NA,"total_electricity"
"8308","Brazil","Nuclear – Main activity",1994,"Kilowatt-hours, million",1800,1,"total_electricity"
"8309","Brazil","Nuclear – Main activity",1993,"Kilowatt-hours, million",1800,1,"total_electricity"
"8310","Brazil","Nuclear – Main activity",1992,"Kilowatt-hours, million",1760,NA,"total_electricity"
"8311","Brazil","Nuclear – Main activity",1991,"Kilowatt-hours, million",1442,NA,"total_electricity"
"8312","Brazil","Nuclear – Main activity",1990,"Kilowatt-hours, million",2237,NA,"total_electricity"
"8313","Argentina","Nuclear – Main activity – Electricity plants",2014,"Kilowatt-hours, million",5756,NA,"total_electricity"
"8314","Argentina","Nuclear – Main activity – Electricity plants",2013,"Kilowatt-hours, million",6207,NA,"total_electricity"
"8315","Argentina","Nuclear – Main activity – Electricity plants",2012,"Kilowatt-hours, million",6395,NA,"total_electricity"
"8316","Argentina","Nuclear – Main activity – Electricity plants",2011,"Kilowatt-hours, million",6371,NA,"total_electricity"
"8317","Argentina","Nuclear – Main activity – Electricity plants",2010,"Kilowatt-hours, million",7171,NA,"total_electricity"
"8318","Argentina","Nuclear – Main activity – Electricity plants",2009,"Kilowatt-hours, million",8161,NA,"total_electricity"
"8319","Argentina","Nuclear – Main activity – Electricity plants",2008,"Kilowatt-hours, million",7330,NA,"total_electricity"
"8320","Argentina","Nuclear – Main activity – Electricity plants",2007,"Kilowatt-hours, million",7217,NA,"total_electricity"
"8321","Brazil","Nuclear – Main activity – Electricity plants",2014,"Kilowatt-hours, million",15378,NA,"total_electricity"
